input shapes: (-1, 20, 10, 1) (1, 46) 
 [height_sum, hole_sum, combo, is_hold, 6 * 7 type] -> length = 43 
outer =   23 | pre-training avg score = 2170.000 | loss =  131.630 | mse =  131.630 | dataset size =   72223 | new dataset size =   12040 | time elapsed:  199.8 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   24 | pre-training avg score = 2225.000 | loss =  150.307 | mse =  150.307 | dataset size =   72241 | new dataset size =   12045 | time elapsed:  197.5 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   25 | pre-training avg score = 2150.000 | loss =  170.890 | mse =  170.890 | dataset size =   72254 | new dataset size =   12045 | time elapsed:  197.6 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   26 | pre-training avg score = 2400.000 | loss =  165.576 | mse =  165.576 | dataset size =   72247 | new dataset size =   12039 | time elapsed:  197.7 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   27 | pre-training avg score = 2095.000 | loss =  155.602 | mse =  155.602 | dataset size =   72246 | new dataset size =   12039 | time elapsed:  199.4 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   28 | pre-training avg score = 1446.667 | loss =  156.323 | mse =  156.323 | dataset size =   72258 | new dataset size =   12045 | time elapsed:  198.0 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   29 | pre-training avg score = 3560.000 | loss =  136.231 | mse =  136.231 | dataset size =   72219 | new dataset size =   12032 | time elapsed:  199.6 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   30 | pre-training avg score = 4310.000 | loss =  130.214 | mse =  130.214 | dataset size =   72197 | new dataset size =   12027 | time elapsed:  200.2 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   31 | pre-training avg score = 2175.000 | loss =  170.932 | mse =  170.932 | dataset size =   72209 | new dataset size =   12035 | time elapsed:  198.4 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   32 | pre-training avg score = 4900.000 | loss =  153.890 | mse =  153.890 | dataset size =   72202 | new dataset size =   12036 | time elapsed:  198.4 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   33 | pre-training avg score = 2350.000 | loss =  147.742 | mse =  147.742 | dataset size =   72206 | new dataset size =   12036 | time elapsed:  199.6 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   34 | pre-training avg score = 1233.333 | loss =  143.634 | mse =  143.634 | dataset size =   72200 | new dataset size =   12031 | time elapsed:  197.7 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   35 | pre-training avg score = 5180.000 | loss =  137.851 | mse =  137.851 | dataset size =   72226 | new dataset size =   12041 | time elapsed:  200.2 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   36 | pre-training avg score = 2000.000 | loss =  137.469 | mse =  137.469 | dataset size =   72216 | new dataset size =   12036 | time elapsed:  198.1 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   37 | pre-training avg score = 2445.000 | loss =  133.034 | mse =  133.034 | dataset size =   72231 | new dataset size =   12041 | time elapsed:  200.1 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   38 | pre-training avg score = 5320.000 | loss =  133.741 | mse =  133.741 | dataset size =   72229 | new dataset size =   12037 | time elapsed:  198.8 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   39 | pre-training avg score = 1320.000 | loss =  133.745 | mse =  133.745 | dataset size =   72231 | new dataset size =   12039 | time elapsed:  199.2 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   40 | pre-training avg score = 2145.000 | loss =  137.688 | mse =  137.688 | dataset size =   72234 | new dataset size =   12039 | time elapsed:  198.9 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   41 | pre-training avg score = 2320.000 | loss =  129.539 | mse =  129.539 | dataset size =   72250 | new dataset size =   12045 | time elapsed:  199.6 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   42 | pre-training avg score = 1970.000 | loss =  115.083 | mse =  115.083 | dataset size =   72219 | new dataset size =   12032 | time elapsed:  197.2 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   43 | pre-training avg score = 1346.667 | loss =  132.228 | mse =  132.228 | dataset size =   72212 | new dataset size =   12032 | time elapsed:  198.6 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   44 | pre-training avg score = 5160.000 | loss =  119.396 | mse =  119.396 | dataset size =   72235 | new dataset size =   12042 | time elapsed:  199.1 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
outer =   45 | pre-training avg score = 1286.667 | loss =  132.225 | mse =  132.225 | dataset size =   72223 | new dataset size =   12039 | time elapsed:  199.2 sec | coef = [1.0, 0.5, 0.2998046875, 0.2001953125] | penalty =    -500 | gamma =  0.950 | search best/rd = 6, 6 |
